TribalCededLandsNewOBJECTID,TribalCededLandsNewCESSNUM,TribalCededLandsNewCESSNUMSORT,TribalCededLandsNewSHAPE_Length,TribalCededLandsNewSHAPE_Area,TribalCededLandsTableOBJECTID,TribalCededLandsTableCessNum,TribalCededLandsTableCessNumSort,TribalCededLandsTableMapName,TribalCededLandsTableState,TribalCededLandsTableCounty,TribalCededLandsTableStateCounty,TribalCededLandsTableSchdTrb,TribalCededLandsTablePresDayTrb,TribalCededLandsTableCitation1,TribalCededLandsTableCitation2,TribalCededLandsTableCessDate1,TribalCededLandsTableDate1Link_Royce_Schedule,TribalCededLandsTableDate1Link_Kappler_Treaty,TribalCededLandsTableCessDate2,TribalCededLandsTableDate2Link_Royce_Schedule,TribalCededLandsTableDate2Link_Kappler_Treaty,TribalCededLandsTableCessDate3,TribalCededLandsTableDate3Link_Royce_Schedule,TribalCededLandsTableDate3Link_Kappler_Treaty,TribalCededLandsTableCessDate4,TribalCededLandsTableDate4Link_Royce_Schedule,TribalCededLandsTableDate4Link_Kappler_Treaty,TribalCededLandsTableCessDate5,TribalCededLandsTableDate5Link_Royce_Schedule,TribalCededLandsTableDate5Link_Kappler_Treaty,TribalCededLandsTableMapName1,TribalCededLandsTableMapName2,TribalCededLandsTableMapName3,TribalCededLandsTableMapName4,TribalCededLandsTableMapName5,TribalCededLandsTableMapName6,TribalCededLandsTableMapURL1,TribalCededLandsTableMapURL2,TribalCededLandsTableMapURL3,TribalCededLandsTableMapURL4,TribalCededLandsTableMapURL5,TribalCededLandsTableMapURL6,TribalCededLandsTableLink_Federal_Statute,TribalCededLandsTableLink_Executive_Order,TribalCededLandsTableLink_Other_Treaty
502,386,386,123923.129734293,680315984.334582,575,386,386,Michigan (Region about Mackinac and Detroit),MI,Leelanau,MI:Leelanau,"Chippewa of Michigan; Ottawa of Michigan","Grand Traverse Band of Ottawa and Chippewa Indians, Michigan; Lac Vieux Desert Band of Lake Superior Chippewa Indians, Michigan; Little River Band of Ottawa Indians, Michigan; Saginaw Chippewa Indian Tribe of Michigan; Sault Ste. Marie Tribe of Chippewa Indians of Michigan",,,1855/07/31 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/810/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=733",1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,Michigan (region about Mackinac and Detroit),,,,,,,,,,,,,,
503,389,389,55724.5210093769,192858045.681009,576,389,389,Michigan (Region about Mackinac and Detroit),MI,Leelanau,MI:Leelanau,"Chippewa of Michigan; Ottawa of Michigan","Grand Traverse Band of Ottawa and Chippewa Indians, Michigan; Lac Vieux Desert Band of Lake Superior Chippewa Indians, Michigan; Little River Band of Ottawa Indians, Michigan; Saginaw Chippewa Indian Tribe of Michigan; Sault Ste. Marie Tribe of Chippewa Indians of Michigan",,,1855/07/31 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/810/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=733",1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,Michigan (region about Mackinac and Detroit),,,,,,,,,,,,,,
504,387,387,45400.1955475251,126174710.395441,577,387,387,Michigan (Region about Mackinac and Detroit),MI,Antrim,MI:Antrim,"Chippewa of Michigan; Ottawa of Michigan","Grand Traverse Band of Ottawa and Chippewa Indians, Michigan; Lac Vieux Desert Band of Lake Superior Chippewa Indians, Michigan; Little River Band of Ottawa Indians, Michigan; Saginaw Chippewa Indian Tribe of Michigan; Sault Ste. Marie Tribe of Chippewa Indians of Michigan",,,1855/07/31 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/810/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=733",1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,Michigan (region about Mackinac and Detroit),,,,,,,,,,,,,,
505,394,394,17854.843027344,19724058.4512708,578,394,394,Michigan (Region about Mackinac and Detroit),MI,Alpena,MI:Alpena,"Chippewa of Michigan; Ottawa of Michigan","Grand Traverse Band of Ottawa and Chippewa Indians, Michigan; Lac Vieux Desert Band of Lake Superior Chippewa Indians, Michigan; Little River Band of Ottawa Indians, Michigan; Saginaw Chippewa Indian Tribe of Michigan; Sault Ste. Marie Tribe of Chippewa Indians of Michigan",,,1855/07/31 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/810/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=733",1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,Michigan (region about Mackinac and Detroit),,,,,,,,,,,,,,
506,395,395,16317.6012933625,15538650.8315712,579,395,395,Michigan (Region about Mackinac and Detroit),MI,Alpena,MI:Alpena,"Chippewa of Michigan; Ottawa of Michigan","Grand Traverse Band of Ottawa and Chippewa Indians, Michigan; Lac Vieux Desert Band of Lake Superior Chippewa Indians, Michigan; Little River Band of Ottawa Indians, Michigan; Saginaw Chippewa Indian Tribe of Michigan; Sault Ste. Marie Tribe of Chippewa Indians of Michigan",,,1855/07/31 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/810/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=733",1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,Michigan (region about Mackinac and Detroit),,,,,,,,,,,,,,
507,464,464,121938.35344654,829533380.547654,580,464,464,Michigan 2,MI,"Arenac; Bay","MI:Arenac; MI:Bay","Chippewa of Saginaw, Swan Creek, and Black River in Michigan",Saginaw Chippewa Indian Tribe of Michigan,Tiller (2nd Ed) 370,,1855/08/02 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/812/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=876",1864/10/18 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/834/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=876",1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,Michigan 2,,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=30,,,,,,,,
508,396,396,158302.136766817,1058499865.10706,581,396,396,Michigan 2,MI,"Isabella; Midland","MI:Isabella; MI:Midland","Chippewa of Saginaw, Swan creek, and Black river",Saginaw Chippewa Indian Tribe of Michigan,,,1855/08/02 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/812/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=741",1864/10/18 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/834/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=876",1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,Michigan 2,,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=30,,,,,,,,
509,390,390,53619.1296477416,179560136.883712,582,390,390,Michigan (Region about Mackinac and Detroit),MI,Muskegon,MI:Muskegon,"Chippewa of Michigan; Ottawa of Michigan","Grand Traverse Band of Ottawa and Chippewa Indians, Michigan; Lac Vieux Desert Band of Lake Superior Chippewa Indians, Michigan; Little River Band of Ottawa Indians, Michigan; Saginaw Chippewa Indian Tribe of Michigan; Sault Ste. Marie Tribe of Chippewa Indians of Michigan",,,1855/07/31 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/810/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=733",1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,Michigan (region about Mackinac and Detroit),,,,,,,,,,,,,,
510,392,392,115963.065186047,821586849.865808,583,392,392,Michigan (Region about Mackinac and Detroit),MI,Muskegon,MI:Muskegon,"Chippewa of Michigan; Ottawa of Michigan","Grand Traverse Band of Ottawa and Chippewa Indians, Michigan; Lac Vieux Desert Band of Lake Superior Chippewa Indians, Michigan; Little River Band of Ottawa Indians, Michigan; Saginaw Chippewa Indian Tribe of Michigan; Sault Ste. Marie Tribe of Chippewa Indians of Michigan",,,1855/07/31 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/810/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=733",1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,Michigan (region about Mackinac and Detroit),,,,,,,,,,,,,,
511,391,391,132219.247265209,714066525.211225,584,391,391,Michigan (Region about Mackinac and Detroit),MI,"Mason; Oceana","MI:Mason; MI:Oceana","Chippewa of Michigan; Ottawa of Michigan","Grand Traverse Band of Ottawa and Chippewa Indians, Michigan; Lac Vieux Desert Band of Lake Superior Chippewa Indians, Michigan; Little River Band of Ottawa Indians, Michigan; Saginaw Chippewa Indian Tribe of Michigan; Sault Ste. Marie Tribe of Chippewa Indians of Michigan",,,1855/07/31 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/810/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=733",1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,Michigan (region about Mackinac and Detroit),,,,,,,,,,,,,,
512,237,237,36729.6602455865,83264126.6655599,585,237,237,Michigan 2,MI,Shiawassee,MI:Shiawassee,"Chippewa, Saginaw tribe",Saginaw Chippewa Indian Tribe of Michigan,,,1819/09/24 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/700/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=490",1837/01/14 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/764/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=490",1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,Michigan 2,,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=30,,,,,,,,
513,96,96,24907.3947973319,34341041.9811807,586,96,96,Michigan 2,MI,Wayne,MI:Wayne,Wyandot,"Wyandotte Nation, Oklahoma","2 Hodge 977; 1 Hodge 589-90",Tiller 662,1809/02/28 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/676/mode/2up,,1818/09/20 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/690/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=172",1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,Michigan 2,,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=30,,,,,,https://www.loc.gov/law/help/statutes-at-large/10th-congress/c10.pdf,,
514,260,260,31210.8091693155,59469073.0425766,587,260,260,Michigan 2,MI,Wayne,MI:Wayne,Wyandot,"Wyandotte Nation, Oklahoma","2 Hodge 977; 1 Hodge 589-90",Tiller 662,1818/09/20 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/690/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=172",1842/03/17 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/776/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=542",1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,Michigan 2,,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=30,,,,,,,,
515,95,95,27583.3336662097,40927224.7166634,588,95,95,Michigan 2,MI,Wayne,MI:Wayne,Wyandot,"Wyandotte Nation, Oklahoma","2 Hodge 977; 1 Hodge 589-90",Tiller 662,1809/02/28 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/676/mode/2up,,1818/09/20 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/690/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=172",1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,Michigan 2,,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=30,,,,,,https://www.loc.gov/law/help/statutes-at-large/10th-congress/c10.pdf,,
516,189,189,107291.180893269,520259697.941048,589,189,189,Michigan 2,MI,"Kalamazoo; St. Joseph","MI:Kalamazoo; MI:St. Joseph","Chippewa; Ottawa; Potawatomi","Bad River Band of the Lake Superior Tribe of Chippewa Indians of the Bad River Reservation, Wisconsin; Bay Mills Indian Community, Michigan; Bois Forte Band (Nett Lake) of the Minnesota Chippewa Tribe, Minnesota; Chippewa Cree Indians of the Rocky Boy's Reservation, Montana; Citizen Potawatomi Nation, Oklahoma; Fond du Lac Band of the Minnesota Chippewa Tribe, Minnesota; Forest County Potawatomi Community, Wisconsin; Grand Portage Band of the Minnesota Chippewa Tribe, Minnesota; Grand Traverse Band of Ottawa and Chippewa Indians, Michigan; Hannahville Indian Community, Michigan; Keweenaw Bay Indian Community, Michigan; Lac Courte Oreilles Band of Lake Superior Chippewa Indians of Wisconsin; Lac du Flambeau Band of Lake Superior Chippewa Indians of the Lac du Flambeau Reservation of Wisconsin; Lac Vieux Desert Band of Lake Superior Chippewa Indians, Michigan; Leech Lake Band of the Minnesota Chippewa Tribe, Minnesota; Match-e-be-nash-she-wish Band of Pottawatomi Indians of Michigan; Mille Lacs Band of the Minnesota Chippewa Tribe, Minnesota; Minnesota Chippewa Tribe, Minnesota; Nottawaseppi Huron Band of the Potawatomi, Michigan; Ottawa Tribe of Oklahoma; Pokagon Band of Potawatomi Indians, Michigan and Indiana; Prairie Band Potawatomi Nation, Kansas; Red Cliff Band of Lake Superior Chippewa Indians of Wisconsin; Red Lake Band of Chippewa Indians, Minnesota; Saginaw Chippewa Indian Tribe of Michigan; Sault Ste. Marie Tribe of Chippewa Indians of Michigan; Sokaogon Chippewa Community, Wisconsin; St. Croix Chippewa Indians of Wisconsin; Turtle Mountain Band of Chippewa Indians of North Dakota; White Earth Band of Minnesota Chippewa Tribe, Minnesota","Tiller 404; Tiller 427; Tiller 428; Tiller 430; Tiller 431; Tiller 433; Tiller 434; Tiller 439; Tiller 440; Tiller 441; Tiller 443; Tiller 445; Tiller 447; Tiller 449; Tiller 451; Tiller 455; Tiller 460; Tiller 464; Tiller 488; Tiller 597; Tiller 616; Tiller 787; Tiller 789; Tiller 793; Tiller 795; Tiller 802; Tiller 807; Tiller 809",Trigger 745,1827/09/19 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/718/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=291",1833/09/27 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/750/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=418",1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,Michigan 2,,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=30,,,,,,,,
517,384,384,289962.861351224,1846044103.80811,590,384,384,Michigan (Region about Mackinac and Detroit),MI,"Charlevoix; Emmet","MI:Charlevoix; MI:Emmet","Chippewa of Michigan; Ottawa of Michigan","Grand Traverse Band of Ottawa and Chippewa Indians, Michigan; Lac Vieux Desert Band of Lake Superior Chippewa Indians, Michigan; Little River Band of Ottawa Indians, Michigan; Saginaw Chippewa Indian Tribe of Michigan; Sault Ste. Marie Tribe of Chippewa Indians of Michigan",,,1855/07/31 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/810/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=733",1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,Michigan (region about Mackinac and Detroit),,,,,,,,,,,,,,
518,507,507,861980.998636675,20437835578.3973,591,507,507,Minnesota 2,MN,"Aitkin; Becker; Beltrami; Cass; Clearwater; Hubbard; Itasca; Pennington; Polk; Red Lake","MN:Aitkin; MN:Becker; MN:Beltrami; MN:Cass; MN:Clearwater; MN:Hubbard; MN:Itasca; MN:Pennington; MN:Polk; MN:Red Lake",Chippewa of the Mississippi,"Leech Lake Band of the Minnesota Chippewa Tribe, Minnesota; Mille Lacs Band of the Minnesota Chippewa Tribe, Minnesota; White Earth Band of Minnesota Chippewa Tribe, Minnesota",,,1867/03/19 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/844/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=982",1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,Minnesota 2,,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=34,,,,,,,,
519,610,610,214740.351975263,1116499594.87119,592,610,610,Minnesota 2,MN,"Clearwater; Polk","MN:Clearwater; MN:Polk",Chippewa of Minnesota,"Minnesota Chippewa Tribe, Minnesota",,,1879/03/18 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/894/mode/2up,,1883/07/13 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/912/mode/2up,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,Minnesota 2,,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=34,,,,,,,http://ops.libs.uga.edu/ehistory/InvasionOfAmerica/ExecOrdersIndianLand/610r.pdf,
520,509,509,333212.652357599,6844349826.24924,593,509,509,Minnesota 2,MN,Mahnomen,MN:Mahnomen,Chippewa of the Mississippi,"Leech Lake Band of the Minnesota Chippewa Tribe, Minnesota; Mille Lacs Band of the Minnesota Chippewa Tribe, Minnesota; White Earth Band of Minnesota Chippewa Tribe, Minnesota",,,1867/03/19 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/846/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=982",1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,Minnesota 2,,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=34,,,,,,,,
521,321,321,403349.553720898,6375990827.83552,594,321,321,Minnesota 2,MN,"Douglas; Otter Tail; Todd; Wadena","MN:Douglas; MN:Otter Tail; MN:Todd; MN:Wadena",Menomini,Menominee Indian Tribe of Wisconsin,1 Hodge 842-844,Clark 141,1848/10/18 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/780/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=580",1854/05/12 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/792/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=634",1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,Minnesota 2,,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=34,,,,,,,,
522,361,361,502164.885319109,9004456046.5167,595,361,361,Minnesota 2,MN,"Cass; Douglas; Morrison; Stearns; Todd","MN:Cass; MN:Douglas; MN:Morrison; MN:Stearns; MN:Todd",Winnebago,"Ho-Chunk Nation of Wisconsin; Winnebago Tribe of Nebraska",,,1846/10/13 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/780/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=573",1855/02/27 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/804/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=698",1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,Minnesota 2,,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=34,,,,,,,,
523,542,542,53701.5212009089,180017729.832529,596,542,542,Minnesota 2,MN,Mahnomen,MN:Mahnomen,Chippewa (Pembina band),"Chippewa Cree Indians of the Rocky Boy's Reservation, Montana; Red Lake Band of Chippewa Indians, Minnesota; Turtle Mountain Band of Chippewa Indians of North Dakota; White Earth Band of Minnesota Chippewa Tribe, Minnesota",Tiller 488,,1873/03/03 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/862/mode/2up,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,Minnesota 2,,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=34,,,,,,http://ops.libs.uga.edu/ehistory/InvasionOfAmerica/FedStatIndianLand/542r.pdf,,
524,454,454,129893.921784517,351168969.928085,597,454,454,Minnesota 2,MN,Mille Lacs,MN:Mille Lacs,"Chippewa (Winnibigoshish); Chippewa of the Mississippi","Leech Lake Band of the Minnesota Chippewa Tribe, Minnesota; Mille Lacs Band of the Minnesota Chippewa Tribe, Minnesota; White Earth Band of Minnesota Chippewa Tribe, Minnesota",,,1855/02/22 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/802/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=693",1864/05/07 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/830/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=870",1889/10/05 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/936/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=870",1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,Minnesota 2,,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=34,,,,,,,,
525,338,338,136742.636774067,951578546.077287,539,338,338,Minnesota 2,MN,"Carlton; St. Louis","MN:Carlton; MN:St. Louis",Chippewa of the Mississippi and Lake Superior,"Bad River Band of the Lake Superior Tribe of Chippewa Indians of the Bad River Reservation, Wisconsin; Lac Courte Oreilles Band of Lake Superior Chippewa Indians of Wisconsin; Lac du Flambeau Band of Lake Superior Chippewa Indians of the Lac du Flambeau Reservation of Wisconsin; Lac Vieux Desert Band of Lake Superior Chippewa Indians, Michigan; Leech Lake Band of the Minnesota Chippewa Tribe, Minnesota; Mille Lacs Band of the Minnesota Chippewa Tribe, Minnesota; Red Cliff Band of Lake Superior Chippewa Indians of Wisconsin; White Earth Band of Minnesota Chippewa Tribe, Minnesota","Tiller 787; Tiller 793; Tiller 795",Trigger 745,1854/09/30 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/796/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=656",1889/11/21 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/938/mode/2up,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,Minnesota 2,,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=34,,,,,,,,
526,416,416,116470.57612577,844388212.497596,540,416,416,Minnesota 2,MN,Blue Earth,MN:Blue Earth,Winnebago,"Ho-Chunk Nation of Wisconsin; Winnebago Tribe of Nebraska",,,1855/02/27 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/804/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=698",1859/04/15 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/820/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=798",1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,Minnesota 2,,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=34,,,,,,,,
527,439,439,119026.052266329,875110184.67987,541,439,439,Minnesota 2,MN,"Blue Earth; Waseca","MN:Blue Earth; MN:Waseca",Winnebago,"Ho-Chunk Nation of Wisconsin; Winnebago Tribe of Nebraska",,,1855/02/27 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/804/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=698",1859/04/15 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/820/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=798",1863/02/21 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/820/mode/2up,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,Minnesota 2,,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=34,,,,,,http://ops.libs.uga.edu/ehistory/InvasionOfAmerica/FedStatIndianLand/439c.pdf,,
